型号,产品名称,产品类型,系列,产品组件,开箱配件/装箱清单,组件抽取状态,组件来源关键词,配件抽取状态,配件来源关键词,来源PDF,PDF链接,型号重复次数,组件来源片段,配件来源片段
V80WHF,S80WHF/S81WHF/S82WHF/V80WHF/V81WHF/V82WHF型银钻系列净水机,复合/中央净水,银钻系列,"出水
市政进水
～阀体
不锈钢过滤网组件
.中心管
颗粒活性炭
石英砂
布水器
（图2）
开箱检查
Packing
List
变压器
Transformer
排水管
Drain
House,3meters
卡子
Clips
安装接头
Installation
Tubes
软管固定夹
Hose
Clamps
（图3）
排污弯头
Adaptor
Elbow
旁通阀",未在可识别正文中找到明确开箱配件或装箱清单,found,结构示意图,not_found,,S80WHF_S81WHF_S82WHF_V80WHF_V81WHF_V82WHF型银钻系列净水机.pdf,../S80WHF_S81WHF_S82WHF_V80WHF_V81WHF_V82WHF型银钻系列净水机.pdf,1,"市政自来水—＞不锈钢过滤网组件—＞颗粒活性炭＋石英砂（自动反冲）—＞净化水 出水 市政进水 寇 ～阀体 、不锈钢过滤网组件 .中心管 颗粒活性炭 石英砂 布水器 （图2） 三、开箱检查 Packing List 变压器 Transformer 排水管 Drain House,3meters 卡子 Clips 安装接头 Installation Tubes 软管固定夹 Hose Clamps （图3） 排污弯头 Adaptor Elbow 旁通阀 Bypass Valve 3 产品介绍 F9OWATFR 四、",
V81WHF,S80WHF/S81WHF/S82WHF/V80WHF/V81WHF/V82WHF型银钻系列净水机,复合/中央净水,银钻系列,"出水
市政进水
～阀体
不锈钢过滤网组件
.中心管
颗粒活性炭
石英砂
布水器
（图2）
开箱检查
Packing
List
变压器
Transformer
排水管
Drain
House,3meters
卡子
Clips
安装接头
Installation
Tubes
软管固定夹
Hose
Clamps
（图3）
排污弯头
Adaptor
Elbow
旁通阀",未在可识别正文中找到明确开箱配件或装箱清单,found,结构示意图,not_found,,S80WHF_S81WHF_S82WHF_V80WHF_V81WHF_V82WHF型银钻系列净水机.pdf,../S80WHF_S81WHF_S82WHF_V80WHF_V81WHF_V82WHF型银钻系列净水机.pdf,1,"市政自来水—＞不锈钢过滤网组件—＞颗粒活性炭＋石英砂（自动反冲）—＞净化水 出水 市政进水 寇 ～阀体 、不锈钢过滤网组件 .中心管 颗粒活性炭 石英砂 布水器 （图2） 三、开箱检查 Packing List 变压器 Transformer 排水管 Drain House,3meters 卡子 Clips 安装接头 Installation Tubes 软管固定夹 Hose Clamps （图3） 排污弯头 Adaptor Elbow 旁通阀 Bypass Valve 3 产品介绍 F9OWATFR 四、",
V82WHF,S80WHF/S81WHF/S82WHF/V80WHF/V81WHF/V82WHF型银钻系列净水机,复合/中央净水,银钻系列,"出水
市政进水
～阀体
不锈钢过滤网组件
.中心管
颗粒活性炭
石英砂
布水器
（图2）
开箱检查
Packing
List
变压器
Transformer
排水管
Drain
House,3meters
卡子
Clips
安装接头
Installation
Tubes
软管固定夹
Hose
Clamps
（图3）
排污弯头
Adaptor
Elbow
旁通阀",未在可识别正文中找到明确开箱配件或装箱清单,found,结构示意图,not_found,,S80WHF_S81WHF_S82WHF_V80WHF_V81WHF_V82WHF型银钻系列净水机.pdf,../S80WHF_S81WHF_S82WHF_V80WHF_V81WHF_V82WHF型银钻系列净水机.pdf,1,"市政自来水—＞不锈钢过滤网组件—＞颗粒活性炭＋石英砂（自动反冲）—＞净化水 出水 市政进水 寇 ～阀体 、不锈钢过滤网组件 .中心管 颗粒活性炭 石英砂 布水器 （图2） 三、开箱检查 Packing List 变压器 Transformer 排水管 Drain House,3meters 卡子 Clips 安装接头 Installation Tubes 软管固定夹 Hose Clamps （图3） 排污弯头 Adaptor Elbow 旁通阀 Bypass Valve 3 产品介绍 F9OWATFR 四、",
S82ECM,S82ECM MANUAL工程款,软水机,工程款,"软水
市政进水
盐箱
~阀体
吸盐阀
～树脂罐
树脂","软水机从工厂发出时装在一个纸板箱中。该
纸板箱内还装有安装该设备所需要的小型零件袋
以及本手册
彻底检查软水机
看运输中是否有损坏或部
件遗失
还应检查纸箱是否有损坏。如果存在损坏
请联系当地销售商及运输公司
本公司不负责运
输途中造成的损坏
拆开包装材料。我们建议您在准备使用之前不要
打开小型零配件袋",found,结构示意图,found,开箱,S82ECM MANUAL工程款.pdf,../S82ECM MANUAL工程款.pdf,2,软水 市政进水 盐箱 ~阀体 吸盐阀 ～树脂罐 树脂 3 安装提示 F9OWATER 典型安装图 •软水 主水管 自来水 出水口 变压器 去控制器、 接 进水口 旁通阀 ［主管道 出水阀--040 ｛3阀旁通 出水口 进水阀 ～去控制器 进水口 排污管 自来水 旁通阀 盐箱溢流管 盐箱溢流管 排污管 约4cm 气隙 不 排污管应稳妥固定 约4cm 气隙 地漏 入口一出口管线连接可选方案 一是安装随软水机的旁通阀，或者三阀旁通系统。利用旁通阀，您可以在需要维修时切断到软水机 的供水，但是在室内仍可保留自来水供水。 其,软水机从工厂发出时装在一个纸板箱中。该 纸板箱内还装有安装该设备所需要的小型零件袋， 以及本手册。 彻底检查软水机，看运输中是否有损坏或部 件遗失，还应检查纸箱是否有损坏。如果存在损坏， 请联系当地销售商及运输公司，本公司不负责运 输途中造成的损坏。 拆开包装材料。我们建议您在准备使用之前不要 打开小型零配件袋。 2.
S82WHF,S82WHF MANUAL工程款,复合/中央净水,工程款,未在可识别正文中找到明确产品组件清单,未在可识别正文中找到明确开箱配件或装箱清单,not_found,,not_found,,S82WHF MANUAL工程款.pdf,../S82WHF MANUAL工程款.pdf,2,,
S1-LITE,Slim S1-Lite (电商渠道) ERO131-3,反渗透净水机,Slim S1,未在可识别正文中找到明确产品组件清单,未在可识别正文中找到明确开箱配件或装箱清单,not_found,,not_found,,Slim S1-Lite (电商渠道) ERO131-3.pdf,../Slim S1-Lite (电商渠道) ERO131-3.pdf,1,,
ERO131-3,Slim S1-Lite (电商渠道) ERO131-3,反渗透净水机,Slim S1,未在可识别正文中找到明确产品组件清单,未在可识别正文中找到明确开箱配件或装箱清单,not_found,,not_found,,Slim S1-Lite (电商渠道) ERO131-3.pdf,../Slim S1-Lite (电商渠道) ERO131-3.pdf,1,,
U1,U1 EUF502-2 享爱系列,其他,享爱系列,"本产品的所有组件都包含在单一包装箱内，其中包括以下组件
EUF502-2型净水机机头
2支滤芯
随机配送1个水龙头，用户可根据需要另外增配
配有带颜色标记及一定长度的软管
电池、油脂袋和管接头配件包
螺钉两个（用于壁挂）
用户手册","在单一包装箱内，其中包括以下组件
EUF502-2型净水机机头
2支滤芯
随机配送1个水龙头，用户可根据需要另外增配
配有带颜色标记及一定长度的软管
电池、油脂袋和管接头配件包
螺钉两个（用于壁挂）
用户手册",found,产品组件,found,本产品的所有组件都包含,U1 EUF502-2 享爱系列.pdf,../U1 EUF502-2 享爱系列.pdf,1,本产品的所有组件都包含在单一包装箱内，其中包括以下组件： （1） EUF502-2型净水机机头 （2） 2支滤芯 （3） 随机配送1个水龙头，用户可根据需要另外增配 （4） 配有带颜色标记及一定长度的软管 （5）电池、油脂袋和管接头配件包 （6） 螺钉两个（用于壁挂） （7） 用户手册,在单一包装箱内，其中包括以下组件： （1） EUF502-2型净水机机头 （2） 2支滤芯 （3） 随机配送1个水龙头，用户可根据需要另外增配 （4） 配有带颜色标记及一定长度的软管 （5）电池、油脂袋和管接头配件包 （6） 螺钉两个（用于壁挂） （7） 用户手册
EUF502-2,U1 EUF502-2 享爱系列,其他,享爱系列,"本产品的所有组件都包含在单一包装箱内，其中包括以下组件
EUF502-2型净水机机头
2支滤芯
随机配送1个水龙头，用户可根据需要另外增配
配有带颜色标记及一定长度的软管
电池、油脂袋和管接头配件包
螺钉两个（用于壁挂）
用户手册","在单一包装箱内，其中包括以下组件
EUF502-2型净水机机头
2支滤芯
随机配送1个水龙头，用户可根据需要另外增配
配有带颜色标记及一定长度的软管
电池、油脂袋和管接头配件包
螺钉两个（用于壁挂）
用户手册",found,产品组件,found,本产品的所有组件都包含,U1 EUF502-2 享爱系列.pdf,../U1 EUF502-2 享爱系列.pdf,1,本产品的所有组件都包含在单一包装箱内，其中包括以下组件： （1） EUF502-2型净水机机头 （2） 2支滤芯 （3） 随机配送1个水龙头，用户可根据需要另外增配 （4） 配有带颜色标记及一定长度的软管 （5）电池、油脂袋和管接头配件包 （6） 螺钉两个（用于壁挂） （7） 用户手册,在单一包装箱内，其中包括以下组件： （1） EUF502-2型净水机机头 （2） 2支滤芯 （3） 随机配送1个水龙头，用户可根据需要另外增配 （4） 配有带颜色标记及一定长度的软管 （5）电池、油脂袋和管接头配件包 （6） 螺钉两个（用于壁挂） （7） 用户手册
X20ECM,X20ECM X35ECM Owner Manual Rev A,软水机,软水机,未在可识别正文中找到明确产品组件清单,未在可识别正文中找到明确开箱配件或装箱清单,not_found,,not_found,,X20ECM X35ECM Owner Manual Rev A.pdf,../X20ECM X35ECM Owner Manual Rev A.pdf,1,,
X35ECM,X20ECM X35ECM Owner Manual Rev A,软水机,软水机,未在可识别正文中找到明确产品组件清单,未在可识别正文中找到明确开箱配件或装箱清单,not_found,,not_found,,X20ECM X35ECM Owner Manual Rev A.pdf,../X20ECM X35ECM Owner Manual Rev A.pdf,1,,
ESF110,前置ESF110/112-A产品说明书,前置过滤器,前置过滤器,未在可识别正文中找到明确产品组件清单,未在可识别正文中找到明确开箱配件或装箱清单,not_found,,not_found,,前置ESF110_112-A产品说明书.pdf,../前置ESF110_112-A产品说明书.pdf,2,,
ESF112-A,前置ESF110/112-A产品说明书,前置过滤器,前置过滤器,未在可识别正文中找到明确产品组件清单,未在可识别正文中找到明确开箱配件或装箱清单,not_found,,not_found,,前置ESF110_112-A产品说明书.pdf,../前置ESF110_112-A产品说明书.pdf,2,,
ESF118,前置ESF118_120-A Owner manual,前置过滤器,前置过滤器,未在可识别正文中找到明确产品组件清单,未在可识别正文中找到明确开箱配件或装箱清单,not_found,,not_found,,前置ESF118_120-A Owner manual.pdf,../前置ESF118_120-A Owner manual.pdf,1,,
ESF120-A,前置ESF118_120-A Owner manual,前置过滤器,前置过滤器,未在可识别正文中找到明确产品组件清单,未在可识别正文中找到明确开箱配件或装箱清单,not_found,,not_found,,前置ESF118_120-A Owner manual.pdf,../前置ESF118_120-A Owner manual.pdf,1,,
ESFX-M,前置ESFX-M Owner manual,前置过滤器,前置过滤器,"本产品的所有组件都包含在单一包装箱内，其中包括以下的组件
前置过滤器主机
排水管
支架及螺钉 三•产品功能 本产品为前置过滤器装置，需连接在房屋自来水总进水处，它能滤除水源中的悬浮颗粒并定期手动 冲洗，将截获的污垢从排水管冲出。 注意：本产品可用于减少水中含有的...","在单一包装箱内，其中包括以下的组件
前置过滤器主机
排水管
支架及螺钉 三•产品功能 本产品为前置过滤器装置，需连接在房屋自来水总进水处，它能滤除水源中的悬浮颗粒并定期手动 冲洗，将截获的污垢从排水管冲出。 注意：本产品可用于减少水中含有的...",found,产品组件,found,本产品的所有组件都包含,前置ESFX-M Owner manual.pdf,../前置ESFX-M Owner manual.pdf,1,本产品的所有组件都包含在单一包装箱内，其中包括以下的组件： （1）前置过滤器主机 （3）排水管 （2） 支架及螺钉 三•产品功能 本产品为前置过滤器装置，需连接在房屋自来水总进水处，它能滤除水源中的悬浮颗粒并定期手动 冲洗，将截获的污垢从排水管冲出。 注意：本产品可用于减少水中含有的沙粒、砾石、碎屑、铁锈以及其他水中悬浮物。但如果水源中 本身含有粘性沉淀物，如淤泥、粘土等，您有必要定期将过滤器拆开并清洗里面的滤网。（滤网是耗材， 需定期清洗或更换。） • 手动冲洗装置 本机配有手动冲洗装置，清洗周期因各地水质而定，,在单一包装箱内，其中包括以下的组件： （1）前置过滤器主机 （3）排水管 （2） 支架及螺钉 三•产品功能 本产品为前置过滤器装置，需连接在房屋自来水总进水处，它能滤除水源中的悬浮颗粒并定期手动 冲洗，将截获的污垢从排水管冲出。 注意：本产品可用于减少水中含有的沙粒、砾石、碎屑、铁锈以及其他水中悬浮物。但如果水源中 本身含有粘性沉淀物，如淤泥、粘土等，您有必要定期将过滤器拆开并清洗里面的滤网。（滤网是耗材， 需定期清洗或更换。） • 手动冲洗装置 本机配有手动冲洗装置，清洗周期因各地水质而定，建议至少每个月冲洗一次
ERH-X10,怡口厨下净热ERH-X10&ERH-X20说明书 V11,管线机/饮水机,管线机/饮水机,未在可识别正文中找到明确产品组件清单,"主机
零件包",not_found,,found,包装箱内,怡口厨下净热ERH-X10&ERH-X20说明书 V11.pdf,../怡口厨下净热ERH-X10&ERH-X20说明书 V11.pdf,1,,的附件是否完整。 1、将包装打开，取出主机及零件包。 2、检查整机机身、包装箱及保修联的序列号是否一致。 3、确认整机的摆放位置及空间并预留水源、排污接口及一个三脚插座。 4、确认进水水压，水压要求为：0.1-0.4MPa。 在安装前需关闭进水水源，以免发生漏水现象。 取水时请使用大容量、大口径的容器，尽量避免手持水壶，以防烫伤。 1、在水槽或台面上选择合适安装位置（主机与触控龙头垂直为佳），安装龙头位置的直径38mm内需要平整，请用钻头钻取 触控龙头所需要的安装孔直径30mm（或者水槽上找到合适安装孔位）。 2、
